section,d(m),V(m/s),V(km/h),a(m/s^2),Time(s)
Straight,1790,17.182359,61.856,-1.335898,75.73806
Turn,1800,14.177447,51.039,-4.711673,76.375819
Turn,1810,13.453624,48.433,-1.0,77.099642
Turn,1820,12.688578,45.679,-1.0,77.864688
Turn,1830,11.874342,42.748,-1.0,78.678924
Turn,1840,11.0,39.6,-1.0,79.553266
Turn,1850,10.049876,36.18,-1.0,80.50339
Turn,1860,9.0,32.4,-1.0,81.553266
Turn,1870,9.0,32.4,0.0,82.664377
Turn,1880,9.848858,35.456,0.8,83.725449
Turn,1890,10.630146,38.269,0.8,84.702059
Turn,1900,11.357817,40.888,0.8,85.611648
Straight,1910,14.181347,51.053,3.60553,86.394759
Straight,1920,14.486265,52.151,0.437064,87.09241
Straight,1930,14.784896,53.226,0.437064,87.775677
Straight,1940,15.077614,54.279,0.437064,88.445413
Straight,1950,15.364756,55.313,0.437064,89.102392
Straight,1960,15.646629,56.328,0.437064,89.747316
Straight,1970,16.199177,58.317,0.879817,90.375342
Straight,1980,16.710279,60.157,0.841004,90.98307
Straight,1990,17.149258,61.737,0.74318,91.573746
Straight,2000,17.564611,63.233,0.720927,92.149884
Straight,2010,17.959102,64.653,0.700688,92.712889
Straight,2020,18.283518,65.821,0.587884,93.264725
Straight,2030,18.51813,66.665,0.431706,93.808179
Straight,2040,18.744234,67.479,0.421258,94.344914
Straight,2050,18.962431,68.265,0.411374,94.875324
Straight,2060,19.173258,69.024,0.402002,95.399767
Straight,2070,19.377196,69.758,0.393096,95.918568
Straight,2080,19.654772,70.757,0.541716,96.430968
Straight,2090,19.942494,71.793,0.569651,96.936054
Straight,2100,20.278616,73.003,0.67596,97.433305
Straight,2110,20.609221,74.193,0.675887,97.922448
Straight,2120,20.928558,75.343,0.663227,98.403937
Straight,2130,21.237458,76.455,0.651255,98.878253
Straight,2140,21.536659,77.532,0.639903,99.345825
Straight,2150,21.826816,78.577,0.62911,99.807043
Straight,2160,22.108514,79.591,0.618825,100.262257
Straight,2170,22.367652,80.524,0.576272,100.711937
Straight,2180,22.605413,81.379,0.534642,101.156647
Straight,2190,22.837171,82.214,0.526585,101.596763
Straight,2200,23.03768,82.936,0.459916,102.032732
Straight,2210,23.230785,83.631,0.446733,102.464992
Straight,2220,23.419596,84.311,0.440405,102.893713
Straight,2230,23.6043,84.975,0.434275,103.319028
Straight,2240,23.785072,85.626,0.428333,103.741064
Straight,2250,23.888202,85.998,0.245828,104.160586
Straight,2260,23.981339,86.333,0.222922,104.578388
Straight,2270,24.072896,86.662,0.219984,104.994585
Straight,2280,24.162915,86.986,0.217108,105.409214
Straight,2290,24.251439,87.305,0.214292,105.822315
Straight,2300,24.338508,87.619,0.211533,106.233923
Straight,2310,24.42416,87.927,0.20883,106.644073
Straight,2320,24.508431,88.23,0.206182,107.052798
Straight,2330,24.591358,88.529,0.203585,107.460132
Straight,2340,24.665545,88.796,0.18271,107.866166
Straight,2350,24.395666,87.824,-0.662028,108.27382
Straight,2360,24.042589,86.553,-0.855123,108.686717
Straight,2370,23.682338,85.256,-0.859648,109.105785
Straight,2380,23.314407,83.932,-0.864577,109.531347
Straight,2390,22.138428,79.698,-2.67258,109.971363
Turn,2400,9.165151,32.995,-20.3055,110.610268
Turn,2410,8.0,28.8,-1.0,111.775419
Turn,2420,8.0,28.8,0.0,113.025419
Turn,2430,8.5,30.6,0.4125,114.237541
Turn,2440,9.0,32.4,0.4375,115.380398
Turn,2450,9.5,34.2,0.4625,116.461479
Turn,2460,9.8,35.28,0.2895,117.497748
Turn,2470,10.0,36.0,0.198,118.507849
Turn,2480,11.0,39.6,1.05,119.46023
Turn,2490,11.5,41.4,0.5625,120.349119
Straight,2500,25.427832,91.54,25.716232,120.890716
Straight,2510,25.51588,91.857,0.224274,121.283306
Straight,2520,25.593913,92.138,0.199413,121.674621
Straight,2530,25.670812,92.415,0.197111,122.064752
Straight,2540,25.746603,92.688,0.194849,122.453726
Straight,2550,25.821311,92.957,0.192627,122.841564
Straight,2560,25.89496,93.222,0.190442,123.228289
Straight,2570,25.967573,93.483,0.188294,123.613924
Straight,2580,26.069321,93.85,0.264732,123.998267
Straight,2590,26.214531,94.372,0.379608,124.380794
Straight,2600,26.357351,94.886,0.375415,124.761226
Straight,2610,26.497852,95.392,0.371312,125.139618
Straight,2620,26.636104,95.89,0.367294,125.516025
Straight,2630,26.772173,96.38,0.36336,125.890499
Straight,2640,26.874962,96.75,0.275717,126.263305
Straight,2650,26.851758,96.666,-0.062334,126.635559
Straight,2660,26.828778,96.584,-0.06168,127.008134
Straight,2670,26.80602,96.502,-0.061031,127.381026
Straight,2680,26.783482,96.421,-0.060389,127.754234
Straight,2690,26.761164,96.34,-0.059752,128.127754
Straight,2700,26.739062,96.261,-0.059121,128.501584
Straight,2710,26.717176,96.182,-0.058496,128.875722
Straight,2720,26.695505,96.104,-0.057877,129.250165
Straight,2730,26.674046,96.027,-0.057263,129.62491
Straight,2740,26.652798,95.95,-0.056654,129.999956
Straight,2750,26.631759,95.874,-0.056052,130.375299
Straight,2760,26.840184,96.625,0.557242,130.749327
Straight,2770,27.069981,97.452,0.61942,131.120315
Straight,2780,27.295478,98.264,0.612962,131.488195
Straight,2790,27.51684,99.061,0.606669,131.853077
Straight,2800,27.734223,99.843,0.600533,132.215061
Straight,2810,27.947773,100.612,0.594546,132.574243
Straight,2820,28.157628,101.367,0.5887,132.930715
Straight,2830,28.363917,102.11,0.582988,133.284562
Straight,2840,28.566762,102.84,0.577406,133.635867
Straight,2850,28.766279,103.559,0.571945,133.984706
Straight,2860,28.935442,104.168,0.488051,134.331316
Straight,2870,29.039024,104.54,0.300255,134.676295
Straight,2880,29.141294,104.909,0.297503,135.020054
Straight,2890,29.242278,105.272,0.294792,135.362616
Straight,2900,29.342005,105.631,0.292121,135.704005
Straight,2910,29.398224,105.834,0.165117,136.044487
Straight,2920,29.411577,105.882,0.039265,136.384566
Straight,2930,29.424805,105.929,0.038913,136.724492
Straight,2940,29.389839,105.803,-0.102826,137.064544
Straight,2950,29.309619,105.515,-0.235442,137.405262
Straight,2960,29.230798,105.231,-0.23071,137.746906
Straight,2970,29.16056,104.978,-0.205064,138.089423
Straight,2980,29.090791,104.727,-0.203207,138.432763
Straight,2990,27.678692,99.643,-4.008207,138.785065
Turn,3000,18.973666,68.305,-20.3055,139.213767
Turn,3010,18.439089,66.381,-1.0,139.748344
Turn,3020,17.888544,64.399,-1.0,140.29889
Turn,3030,17.320508,62.354,-1.0,140.866925
Turn,3040,16.733201,60.24,-1.0,141.454233
Turn,3050,16.124515,58.048,-1.0,142.062918
Turn,3060,15.491933,55.771,-1.0,142.6955
Turn,3070,14.832397,53.397,-1.0,143.355036
Turn,3080,14.142136,50.912,-1.0,144.045298
Turn,3090,13.416408,48.299,-1.0,144.771026
Turn,3100,12.649111,45.537,-1.0,145.538323
Turn,3110,11.83216,42.596,-1.0,146.355274
Turn,3120,10.954451,39.436,-1.0,147.232982
Turn,3130,10.0,36.0,-1.0,148.187433
Turn,3140,10.0,36.0,0.0,149.187433
Turn,3150,10.0,36.0,0.0,150.187433
Turn,3160,10.0,36.0,0.0,151.187433
Turn,3170,10.0,36.0,0.0,152.187433
Turn,3180,10.77033,38.773,0.8,153.150345
Turn,3190,11.489125,41.361,0.8,154.04884
Turn,3200,12.165525,43.796,0.8,154.89434
Turn,3210,12.806248,46.102,0.8,155.695244
Turn,3220,13.416408,48.299,0.8,156.457943
Turn,3230,14.0,50.4,0.8,157.187433
Turn,3240,14.56022,52.417,0.8,157.887708
Turn,3250,15.099669,54.359,0.8,158.562019
Turn,3260,15.620499,56.234,0.8,159.213058
Turn,3270,16.124515,58.048,0.8,159.843078
Turn,3280,16.613248,59.808,0.8,160.453993
Turn,3290,17.088007,61.517,0.8,161.047443
Turn,3300,17.549929,63.18,0.8,161.624844
Turn,3310,18.0,64.8,0.8,162.187433
Turn,3320,18.439089,66.381,0.8,162.736295
Turn,3330,18.867962,67.925,0.8,163.272386
Turn,3340,19.287302,69.434,0.8,163.79656
Turn,3350,19.697716,70.912,0.8,164.309578
Turn,3360,20.099751,72.359,0.8,164.812122
Turn,3370,20.493902,73.778,0.8,165.30481
Turn,3380,20.880613,75.17,0.8,165.7882
Turn,3390,21.260292,76.537,0.8,166.262798
Turn,3400,21.633308,77.88,0.8,166.729068
Turn,3410,22.0,79.2,0.8,167.187433
Turn,3420,22.0,79.2,0.0,167.641979
Straight,3430,25.51588,91.857,8.353006,168.062891
Straight,3440,25.593913,92.138,0.199413,168.454205
Straight,3450,25.670812,92.415,0.197111,168.844337
Straight,3460,25.746603,92.688,0.194849,169.23331
Straight,3470,25.821311,92.957,0.192627,169.621148
Straight,3480,25.89496,93.222,0.190442,170.007874
Straight,3490,25.967573,93.483,0.188294,170.393509
Straight,3500,26.069321,93.85,0.264732,170.777851
Straight,3510,26.214531,94.372,0.379608,171.160379
Straight,3520,26.357351,94.886,0.375415,171.54081
Straight,3530,26.497852,95.392,0.371312,171.919202
Straight,3540,26.636104,95.89,0.367294,172.29561
Straight,3550,26.772173,96.38,0.36336,172.670083
Straight,3560,26.874962,96.75,0.275717,173.04289
Straight,3570,26.851758,96.666,-0.062334,173.415144
Straight,3580,26.828778,96.584,-0.06168,173.787719
Straight,3590,26.80602,96.502,-0.061031,174.160611
Straight,3600,26.783482,96.421,-0.060389,174.533818
Straight,3610,26.761164,96.34,-0.059752,174.907338
Straight,3620,26.739062,96.261,-0.059121,175.281169
Straight,3630,26.717176,96.182,-0.058496,175.655306
Straight,3640,26.695505,96.104,-0.057877,176.029749
Straight,3650,26.674046,96.027,-0.057263,176.404495
Straight,3660,26.652798,95.95,-0.056654,176.77954
Straight,3670,26.631759,95.874,-0.056052,177.154884
Straight,3680,26.840184,96.625,0.557242,177.528912
Straight,3690,27.069981,97.452,0.61942,177.899899
Straight,3700,27.295478,98.264,0.612962,178.26778
Straight,3710,27.51684,99.061,0.606669,178.632661
Straight,3720,27.734223,99.843,0.600533,178.994645
Straight,3730,27.947773,100.612,0.594546,179.353828
Straight,3740,28.157628,101.367,0.5887,179.7103
Straight,3750,28.363917,102.11,0.582988,180.064147
Straight,3760,28.566762,102.84,0.577406,180.415451
Straight,3770,28.766279,103.559,0.571945,180.76429
Straight,3780,28.935442,104.168,0.488051,181.110901
Straight,3790,29.039024,104.54,0.300255,181.45588
Straight,3800,29.141294,104.909,0.297503,181.799639
Straight,3810,29.242278,105.272,0.294792,182.142201
Straight,3820,29.342005,105.631,0.292121,182.48359
Straight,3830,29.398224,105.834,0.165117,182.824072
Straight,3840,29.411577,105.882,0.039265,183.164151
Straight,3850,29.424805,105.929,0.038913,183.504077
Straight,3860,29.389839,105.803,-0.102826,183.844128
Straight,3870,29.309619,105.515,-0.235442,184.184847
Straight,3880,29.230798,105.231,-0.23071,184.526491
Straight,3890,29.16056,104.978,-0.205064,184.869008
Straight,3900,29.090791,104.727,-0.203207,185.212347
Straight,3910,29.021491,104.477,-0.201359,185.556509
Straight,3920,28.952661,104.23,-0.19952,185.90149
Straight,3930,28.957632,104.247,0.014396,186.246852
Straight,3940,28.97476,104.309,0.049612,186.592082
Straight,3950,28.992172,104.372,0.050465,186.937106
Straight,3960,29.009414,104.434,0.050003,187.281924
Straight,3970,29.026487,104.495,0.049545,187.626538
Straight,3980,29.043395,104.556,0.049091,187.970951
Straight,3990,29.060138,104.616,0.048642,188.315164
Straight,4000,29.076719,104.676,0.048198,188.65918
Straight,4010,29.09314,104.735,0.047758,189.003001
