section,d(m),V(m/s),V(km/h),a(m/s^2),Time(s)
Turn,2450,8.71189,31.363,0.388946,144.72496
Turn,2460,8.987002,32.353,0.243459,145.854974
Turn,2470,9.17041,33.013,0.166511,146.956453
Turn,2480,10.087451,36.315,0.883012,147.99499
Turn,2490,10.545972,37.965,0.473042,148.964291
Straight,2500,14.226397,51.215,4.558642,149.771642
Straight,2510,17.133686,61.681,4.558642,150.409395
Straight,2520,19.614689,70.613,4.558642,150.953637
Straight,2530,20.367687,73.324,1.505332,151.453858
Straight,2540,20.427821,73.54,0.12266,151.944108
Straight,2550,20.487096,73.754,0.121261,152.432927
Straight,2560,20.54553,73.964,0.119886,152.920344
Straight,2570,20.603142,74.171,0.118533,153.406386
Straight,2580,20.683871,74.462,0.166652,153.8908
Straight,2590,20.799084,74.877,0.238968,154.372926
Straight,2600,20.912399,75.285,0.236328,154.85241
Straight,2610,21.023876,75.686,0.233745,155.329324
Straight,2620,21.133568,76.081,0.231216,155.803736
Straight,2630,21.241527,76.469,0.22874,156.275712
Straight,2640,21.323082,76.763,0.173567,156.745586
Straight,2650,21.304671,76.697,-0.03924,157.214764
Straight,2660,21.286438,76.631,-0.038828,157.684345
Straight,2670,21.268382,76.566,-0.03842,158.154327
Straight,2680,21.2505,76.502,-0.038016,158.624706
Straight,2690,21.232792,76.438,-0.037615,159.09548
Straight,2700,21.215256,76.375,-0.037218,159.566644
Straight,2710,21.197892,76.312,-0.036824,160.038196
Straight,2720,21.180697,76.251,-0.036434,160.510132
Straight,2730,21.163671,76.189,-0.036048,160.98245
Straight,2740,21.146813,76.129,-0.035665,161.455146
Straight,2750,21.13012,76.068,-0.035285,161.928217
Straight,2760,21.295488,76.664,0.350791,162.399631
Straight,2770,21.477813,77.32,0.389933,162.867212
Straight,2780,21.656726,77.964,0.385867,163.330878
Straight,2790,21.832359,78.596,0.381906,163.790763
Straight,2800,22.004835,79.217,0.378043,164.246997
Straight,2810,22.174269,79.827,0.374274,164.6997
Straight,2820,22.340772,80.427,0.370594,165.148986
Straight,2830,22.504446,81.016,0.366998,165.594964
Straight,2840,22.665387,81.595,0.363484,166.037738
Straight,2850,22.823687,82.165,0.360046,166.477404
Straight,2860,22.957904,82.648,0.307234,166.914261
Straight,2870,23.040088,82.944,0.189014,167.349062
Straight,2880,23.12123,83.236,0.187282,167.782325
Straight,2890,23.201353,83.525,0.185575,168.21408
Straight,2900,23.280478,83.81,0.183894,168.644356
Straight,2910,23.325083,83.97,0.103943,169.073489
Straight,2920,23.335678,84.008,0.024718,169.502115
Straight,2930,23.346173,84.046,0.024496,169.930547
Straight,2940,23.31843,83.946,-0.06473,170.359137
Straight,2950,23.254782,83.717,-0.148214,170.788569
Straight,2960,23.192245,83.492,-0.145235,171.219167
Straight,2970,23.136517,83.291,-0.12909,171.650864
Straight,2980,22.024822,79.289,-2.51028,172.093721
Straight,2990,19.847417,71.451,-4.558642,172.571364
Turn,3000,17.39963,62.639,-4.558642,173.108319
Turn,3010,16.909401,60.874,-0.840964,173.691256
Turn,3020,16.404528,59.056,-0.840964,174.291606
Turn,3030,15.883616,57.181,-0.840964,174.911028
Turn,3040,15.345031,55.242,-0.840964,175.551466
Turn,3050,14.786842,53.233,-0.840964,176.215215
Turn,3060,14.206738,51.144,-0.840964,176.905023
Turn,3070,13.601916,48.967,-0.840964,177.624223
Turn,3080,12.968918,46.688,-0.840964,178.376928
Turn,3090,12.303396,44.292,-0.840964,179.168308
Turn,3100,11.599753,41.759,-0.840964,180.005018
Turn,3110,10.850576,39.062,-0.840964,180.895873
Turn,3120,10.045681,36.164,-0.840964,181.852983
Turn,3130,9.17041,33.013,-0.840964,182.893777
Turn,3140,9.17041,33.013,0.0,183.984241
Turn,3150,9.17041,33.013,0.0,185.074705
Turn,3160,9.17041,33.013,0.0,186.165168
Turn,3170,9.17041,33.013,0.0,187.255632
Turn,3180,9.876834,35.557,0.672771,188.305653
Turn,3190,10.535999,37.93,0.672771,189.285429
Turn,3200,11.156285,40.163,0.672771,190.207415
Turn,3210,11.743855,42.278,0.672771,191.080772
Turn,3220,12.303396,44.292,0.672771,191.912468
Turn,3230,12.838574,46.219,0.672771,192.707951
Turn,3240,13.352319,48.068,0.672771,193.471575
Turn,3250,13.847016,49.849,0.672771,194.206887
Turn,3260,14.324639,51.569,0.672771,194.916821
Turn,3270,14.786842,53.233,0.672771,195.603835
Turn,3280,15.23503,54.846,0.672771,196.270016
Turn,3290,15.670404,56.413,0.672771,196.917151
Turn,3300,16.094005,57.938,0.672771,197.546787
Turn,3310,16.506738,59.424,0.672771,198.16027
Turn,3320,16.909401,60.874,0.672771,198.758783
Turn,3330,17.302695,62.29,0.672771,199.343371
Turn,3340,17.687247,63.674,0.672771,199.914964
Turn,3350,18.063613,65.029,0.672771,200.474391
Turn,3360,18.432296,66.356,0.672771,201.022398
Turn,3370,18.793748,67.657,0.672771,201.559656
Turn,3380,19.148379,68.934,0.672771,202.086775
Turn,3390,19.496559,70.188,0.672771,202.604307
Turn,3400,19.83863,71.419,0.672771,203.112758
Turn,3410,20.174902,72.63,0.672771,203.612589
Turn,3420,20.174902,72.63,0.0,204.108254
Straight,3430,20.244761,72.881,0.141183,204.603063
Straight,3440,20.306674,73.104,0.125533,205.096263
Straight,3450,20.367687,73.324,0.124084,205.587974
Straight,3460,20.427821,73.54,0.12266,206.078224
Straight,3470,20.487096,73.754,0.121261,206.567043
Straight,3480,20.54553,73.964,0.119886,207.05446
Straight,3490,20.603142,74.171,0.118533,207.540502
Straight,3500,20.683871,74.462,0.166652,208.024916
Straight,3510,20.799084,74.877,0.238968,208.507042
Straight,3520,20.912399,75.285,0.236328,208.986526
Straight,3530,21.023876,75.686,0.233745,209.46344
Straight,3540,21.133568,76.081,0.231216,209.937852
Straight,3550,21.241527,76.469,0.22874,210.409828
Straight,3560,21.323082,76.763,0.173567,210.879702
Straight,3570,21.304671,76.697,-0.03924,211.34888
Straight,3580,21.286438,76.631,-0.038828,211.818461
Straight,3590,21.268382,76.566,-0.03842,212.288443
Straight,3600,21.2505,76.502,-0.038016,212.758822
Straight,3610,21.232792,76.438,-0.037615,213.229596
Straight,3620,21.215256,76.375,-0.037218,213.70076
Straight,3630,21.197892,76.312,-0.036824,214.172312
Straight,3640,21.180697,76.251,-0.036434,214.644248
Straight,3650,21.163671,76.189,-0.036048,215.116566
Straight,3660,21.146813,76.129,-0.035665,215.589262
Straight,3670,21.13012,76.068,-0.035285,216.062333
Straight,3680,21.295488,76.664,0.350791,216.533747
Straight,3690,21.477813,77.32,0.389933,217.001328
Straight,3700,21.656726,77.964,0.385867,217.464994
Straight,3710,21.832359,78.596,0.381906,217.924879
Straight,3720,22.004835,79.217,0.378043,218.381113
Straight,3730,22.174269,79.827,0.374274,218.833815
Straight,3740,22.340772,80.427,0.370594,219.283102
Straight,3750,22.504446,81.016,0.366998,219.72908
Straight,3760,22.665387,81.595,0.363484,220.171854
Straight,3770,22.823687,82.165,0.360046,220.61152
Straight,3780,22.957904,82.648,0.307234,221.048377
Straight,3790,23.040088,82.944,0.189014,221.483178
Straight,3800,23.12123,83.236,0.187282,221.916441
Straight,3810,23.201353,83.525,0.185575,222.348196
Straight,3820,23.280478,83.81,0.183894,222.778472
Straight,3830,23.325083,83.97,0.103943,223.207605
Straight,3840,23.335678,84.008,0.024718,223.636231
Straight,3850,23.346173,84.046,0.024496,224.064663
Straight,3860,23.31843,83.946,-0.06473,224.493253
Straight,3870,23.254782,83.717,-0.148214,224.922685
Straight,3880,23.192245,83.492,-0.145235,225.353283
Straight,3890,23.136517,83.291,-0.12909,225.78498
Straight,3900,23.081161,83.092,-0.127921,226.217715
Straight,3910,23.026177,82.894,-0.126758,226.651485
Straight,3920,22.971565,82.698,-0.1256,227.086289
Straight,3930,22.97551,82.712,0.009062,227.521573
Straight,3940,22.989099,82.761,0.031231,227.95669
Straight,3950,23.002914,82.81,0.031769,228.391548
Straight,3960,23.016594,82.86,0.031477,228.826146
Straight,3970,23.030141,82.909,0.031189,229.260488
Straight,3980,23.043555,82.957,0.030904,229.694575
Straight,3990,23.05684,83.005,0.030621,230.128411
Straight,4000,23.069996,83.052,0.030341,230.561998
Straight,4010,23.083024,83.099,0.030065,230.995339
