section,d(m),V(m/s),V(km/h),a(m/s^2),Time(s)
Turn,2030,12.761115,45.94,-0.060773,132.159045
Turn,2040,12.866622,46.32,0.135195,132.93945
Turn,2050,12.986613,46.752,0.155108,133.713047
Turn,2060,13.081606,47.094,0.123815,134.480265
Turn,2070,13.336744,48.012,0.337016,135.237315
Turn,2080,13.871713,49.938,0.727785,135.97238
Straight,2090,14.38366,51.781,0.723262,136.68021
Straight,2100,14.742676,53.074,0.522842,137.366874
Straight,2110,15.243962,54.878,0.751593,138.033838
Straight,2120,15.746339,56.687,0.778442,138.679201
Straight,2130,16.072527,57.861,0.518947,139.307759
Straight,2140,16.330013,58.788,0.417159,139.924994
Straight,2150,16.508823,59.432,0.293595,140.534029
Straight,2160,16.655422,59.96,0.243093,141.137088
Straight,2170,16.71537,60.175,0.100026,141.736415
Straight,2180,16.717466,60.183,0.003503,142.334629
Straight,2190,16.685341,60.067,-0.053653,142.933381
Straight,2200,16.612001,59.803,-0.122101,143.53403
Straight,2210,16.469411,59.29,-0.235855,144.138599
Straight,2220,16.299354,58.678,-0.278628,144.748936
Straight,2230,16.200868,58.323,-0.160039,145.364317
Straight,2240,16.086054,57.91,-0.18535,145.983763
Straight,2250,15.95055,57.422,-0.217055,146.608048
Straight,2260,15.791896,56.851,-0.251803,147.23812
Straight,2270,15.648432,56.334,-0.225528,147.874245
Straight,2280,15.563916,56.03,-0.131897,148.515017
Straight,2290,15.455752,55.641,-0.167761,149.15977
Straight,2300,15.332722,55.198,-0.189395,149.809363
Straight,2310,15.232142,54.836,-0.153712,150.463709
Straight,2320,15.069801,54.251,-0.245962,151.123733
Straight,2330,14.822833,53.362,-0.369126,151.792794
Straight,2340,14.576271,52.475,-0.362435,152.473087
Straight,2350,14.11221,50.804,-0.665661,153.170231
Straight,2360,13.475203,48.511,-0.878668,153.895199
Straight,2370,13.032369,46.917,-0.586922,154.649701
Straight,2380,12.339407,44.422,-0.879084,155.437978
Straight,2390,11.327867,40.78,-1.19702,156.283027
Straight,2400,10.490515,37.766,-0.913483,157.199685
Turn,2410,9.885068,35.586,-0.616817,158.181252
Turn,2420,9.488778,34.16,-0.383883,159.213572
Turn,2430,9.238128,33.257,-0.234695,160.281554
Turn,2440,9.105019,32.778,-0.122082,161.371879
Turn,2450,9.215385,33.175,0.101098,162.463558
Turn,2460,9.451764,34.026,0.220626,163.534959
Turn,2470,9.713992,34.97,0.25129,164.578487
Turn,2480,9.89972,35.639,0.182141,165.598182
Turn,2490,9.98297,35.939,0.082762,166.604082
Straight,2500,10.133505,36.481,0.151411,167.598292
Straight,2510,10.407661,37.468,0.281574,168.571947
Straight,2520,10.682139,38.456,0.289435,169.520272
Straight,2530,10.981749,39.534,0.324535,170.443468
Straight,2540,11.315347,40.735,0.371914,171.340445
Straight,2550,11.579411,41.686,0.302284,172.214008
Straight,2560,11.730981,42.232,0.176657,173.071994
Straight,2570,11.908835,42.872,0.210222,173.918025
Straight,2580,12.093971,43.538,0.22219,174.75126
Straight,2590,12.216997,43.981,0.149544,175.573934
Straight,2600,12.32868,44.383,0.137066,176.388742
Straight,2610,12.375249,44.551,0.057521,177.19833
Straight,2620,12.401791,44.646,0.032882,178.005529
Straight,2630,12.405309,44.659,0.004364,178.811749
Straight,2640,12.357179,44.486,-0.059591,179.619423
Straight,2650,12.292426,44.253,-0.079807,180.430795
Straight,2660,12.221864,43.999,-0.086489,181.246645
Straight,2670,12.147127,43.73,-0.091063,182.067361
Straight,2680,12.034263,43.323,-0.136461,182.894443
Straight,2690,11.848405,42.654,-0.221939,183.73187
Straight,2700,11.690108,42.084,-0.186303,184.581542
Straight,2710,11.59666,41.748,-0.108806,185.440398
Straight,2720,11.569144,41.649,-0.031871,186.30374
Straight,2730,11.569144,41.649,0.0,187.168108
Straight,2740,11.569585,41.651,0.00051,188.03246
Straight,2750,11.589363,41.722,0.022902,188.896057
Straight,2760,11.681124,42.052,0.106766,189.755515
Straight,2770,11.834558,42.604,0.180405,190.606011
Straight,2780,11.951366,43.025,0.13892,191.446844
Straight,2790,12.028897,43.304,0.092961,192.280863
Straight,2800,12.127645,43.66,0.11927,193.108796
Straight,2810,12.273222,44.184,0.17761,193.928439
Straight,2820,12.457123,44.846,0.227396,194.737163
Straight,2830,12.792171,46.052,0.422986,195.529264
Straight,2840,13.129361,47.266,0.437025,196.300823
Straight,2850,13.202003,47.527,0.095638,197.060374
Straight,2860,13.253091,47.711,0.067578,197.816372
Straight,2870,13.26454,47.752,0.01518,198.570587
Straight,2880,13.327525,47.979,0.083746,199.322691
Straight,2890,13.430201,48.349,0.137369,200.070139
Straight,2900,13.547319,48.77,0.157978,200.811497
Straight,2910,13.717264,49.382,0.231674,201.545049
Straight,2920,13.926807,50.137,0.289631,202.268531
Straight,2930,14.188797,51.08,0.3683,202.97988
Straight,2940,14.530452,52.31,0.490603,203.676277
Straight,2950,14.664338,52.792,0.19544,204.361331
Straight,2960,14.707644,52.948,0.063598,205.042252
Straight,2970,14.717773,52.984,0.014902,205.721937
Straight,2980,14.630952,52.671,-0.127404,206.403397
Straight,2990,14.539451,52.342,-0.133455,207.089024
Straight,3000,14.384755,51.785,-0.223723,207.780486
Straight,3010,14.063982,50.63,-0.45628,208.483505
Straight,3020,13.81253,49.725,-0.350479,209.200955
Straight,3030,13.432027,48.355,-0.518332,209.935046
Straight,3040,12.724854,45.809,-0.924872,210.699664
Straight,3050,12.25478,44.117,-0.587114,211.500316
Straight,3060,11.702264,42.128,-0.661832,212.335143
Straight,3070,10.879974,39.168,-0.928458,213.220795
Straight,3080,10.09689,36.349,-0.821333,214.174226
Straight,3090,9.557911,34.408,-0.529676,215.19179
Turn,3100,9.327719,33.58,-0.217367,216.250796
Turn,3110,9.116254,32.819,-0.195013,217.335161
Turn,3120,8.840039,31.824,-0.24799,218.448977
Turn,3130,8.588183,30.917,-0.21947,219.59654
Turn,3140,8.560396,30.817,-0.023825,220.762818
Turn,3150,8.655046,31.158,0.081472,221.924565
Turn,3160,8.962523,32.265,0.270849,223.059796
Turn,3170,9.241766,33.27,0.254171,224.158438
Straight,3180,9.452457,34.029,0.196935,225.228287
Straight,3190,9.696231,34.906,0.233397,226.272745
Straight,3200,10.049372,36.178,0.34865,227.285629
Straight,3210,10.394377,37.42,0.35266,228.263923
Straight,3220,10.754823,38.717,0.381156,229.209585
Straight,3230,11.102909,39.97,0.380419,230.124593
Straight,3240,11.428133,41.141,0.366381,231.012258
Straight,3250,11.771772,42.378,0.39862,231.87433
Straight,3260,12.07511,43.47,0.361683,232.713014
Straight,3270,12.281161,44.212,0.250931,233.534158
Straight,3280,12.495404,44.983,0.26541,234.341372
Straight,3290,12.74959,45.899,0.320846,235.133609
Straight,3300,13.00011,46.8,0.322541,235.910317
Straight,3310,13.17403,47.427,0.227611,236.67443
Straight,3320,13.376877,48.157,0.269288,237.4277
Straight,3330,13.722169,49.4,0.467855,238.165733
Straight,3340,14.041168,50.548,0.442823,238.886108
Straight,3350,14.186451,51.071,0.20505,239.594633
Straight,3360,14.346523,51.647,0.228366,240.295577
Straight,3370,14.584667,52.505,0.344489,240.986872
Straight,3380,14.802896,53.29,0.320661,241.667432
Straight,3390,14.893698,53.617,0.134825,242.34091
Straight,3400,14.977042,53.917,0.124478,243.010462
Straight,3410,15.018252,54.066,0.061805,243.677233
Straight,3420,15.049207,54.177,0.046537,244.342404
Straight,3430,15.026856,54.097,-0.033612,245.007385
Straight,3440,15.046414,54.167,0.029408,245.672427
Straight,3450,15.059809,54.215,0.020164,246.336741
Straight,3460,15.037783,54.136,-0.033146,247.001246
Straight,3470,15.035688,54.128,-0.003151,247.666284
Straight,3480,15.038781,54.14,0.004651,248.3313
Straight,3490,15.059625,54.215,0.031369,248.995787
Straight,3500,14.965331,53.875,-0.141559,249.6619
Straight,3510,14.850536,53.462,-0.171136,250.332684
Straight,3520,14.61485,52.613,-0.347229,251.011446
Straight,3530,14.565957,52.437,-0.071337,251.696828
Straight,3540,14.499831,52.199,-0.0961,252.384922
Straight,3550,14.311783,51.522,-0.270898,253.079087
Straight,3560,14.204916,51.138,-0.152374,253.78043
Straight,3570,14.078704,50.683,-0.178487,254.487553
Straight,3580,13.796887,49.669,-0.39279,255.205027
Straight,3590,13.566163,48.838,-0.315667,255.93594
Straight,3600,13.443231,48.396,-0.166016,256.676423
Straight,3610,13.306645,47.904,-0.182683,257.42409
Straight,3620,13.022065,46.879,-0.37463,258.183717
Straight,3630,12.555562,45.2,-0.596602,258.96565
Straight,3640,12.349512,44.458,-0.256585,259.7687
Straight,3650,12.140091,43.704,-0.256431,260.585373
Straight,3660,11.903719,42.853,-0.284164,261.417188
Straight,3670,11.755979,42.322,-0.174775,262.262507
Straight,3680,11.602027,41.767,-0.1798,263.118744
Straight,3690,11.165625,40.196,-0.496793,263.997184
Straight,3700,10.838738,39.019,-0.359647,264.906094
Straight,3710,10.497027,37.789,-0.364533,265.843487
Straight,3720,9.954422,35.836,-0.554854,266.821413
Turn,3730,9.259869,33.336,-0.667267,267.862305
Turn,3740,8.654777,31.157,-0.542,268.97871
Turn,3750,8.56631,30.839,-0.076175,270.140077
Turn,3760,8.605477,30.98,0.033629,271.304778
Turn,3770,8.628469,31.062,0.019812,272.465279
Turn,3780,8.730446,31.43,0.088511,273.617424
Turn,3790,8.838012,31.817,0.094488,274.755828
Turn,3800,9.050989,32.584,0.190498,275.873834
Turn,3810,9.353263,33.672,0.278156,276.960539
Straight,3820,9.611437,34.601,0.244809,278.01513
Straight,3830,9.894772,35.621,0.27634,279.040444
Straight,3840,10.198474,36.715,0.305118,280.035804
Straight,3850,10.370765,37.335,0.177194,281.00813
Straight,3860,10.544804,37.961,0.182006,281.964355
Straight,3870,10.767738,38.764,0.237565,282.90277
Straight,3880,11.015545,39.656,0.269902,283.820905
Straight,3890,11.282391,40.617,0.297506,284.717849
Straight,3900,11.599534,41.758,0.362842,285.591901
Straight,3910,11.918417,42.906,0.374974,286.442315
Straight,3920,12.251543,44.106,0.402582,287.269789
Straight,3930,12.479945,44.928,0.282436,288.078475
Straight,3940,12.709743,45.755,0.289428,288.87245
Straight,3950,13.031217,46.912,0.413753,289.649422
Straight,3960,13.365056,48.114,0.440604,290.407105
Straight,3970,13.698894,49.316,0.451749,291.146095
Straight,3980,14.032732,50.518,0.462894,291.867293
Straight,3990,14.366571,51.72,0.474039,292.571536
Straight,4000,14.700409,52.921,0.485184,293.259602
Straight,4010,15.034247,54.123,0.496328,293.932218
